,Lat,Long
0,47.65053260749295,-122.30756053529534
1,47.6505702130828,-122.30747273189975
2,47.65059260283979,-122.30722583308294
3,47.65056076560248,-122.3068467314136
4,47.650560143135365,-122.30683129285894
5,47.65055123204429,-122.30658756486848
6,47.65055435289991,-122.30632510506987
7,47.65056215096528,-122.30610376304159
8,47.65058924871735,-122.30583183741717
9,47.65062439882471,-122.3056157336896
10,47.65064846859098,-122.3054930531022
11,47.65068266374587,-122.30535077679728
12,47.65075049693666,-122.30510921961915
13,47.65084229615551,-122.30485900737327
14,47.65093287547253,-122.30463960044038
15,47.65095184220721,-122.30459347069315
16,47.65102158757643,-122.30435237281557
17,47.65104912063478,-122.3041100788864
18,47.65103672749582,-122.3039019602615
19,47.65065788282954,-122.30410672157392
20,47.65052174076898,-122.30418118912512
21,47.6504673396518,-122.30421089666747
22,47.65027700688739,-122.30429884402025
23,47.650070332074854,-122.30437821260614
24,47.64986477527512,-122.30445598931439
25,47.64964106836206,-122.30451661439598
26,47.64938158541355,-122.3045660820712
27,47.64930992161625,-122.30465860243703
28,47.64927952880542,-122.30474011567777
29,47.649266493748165,-122.304815222557
30,47.64926102294174,-122.30489906517275
31,47.6492700891761,-122.30504621547047
32,47.649667691920875,-122.30587228746037
33,47.649728302093266,-122.30599858080086
34,47.650108776922266,-122.30672801096512
35,47.65053260749295,-122.30756053529534
36,47.65053260749295,-122.30756053529534
37,47.65086210845893,-122.30820251335712
38,47.65102755761703,-122.30857526433199
39,47.65133981043927,-122.30923583856739
40,47.652094806596885,-122.31072750342773
41,47.652094806596885,-122.31072750342773
42,47.65230082080221,-122.31114322335095
43,47.65248491965775,-122.31151490153164
44,47.65248491965775,-122.31151490153164
45,47.65230242256148,-122.31114651479852
46,47.652094806596885,-122.31072750342773
47,47.65248491965775,-122.31151490153164
48,47.65298481536277,-122.31246288903448
49,47.65298481536277,-122.31246288903448
50,47.65333848721513,-122.3131206328545
51,47.653393638881724,-122.31322325032919
52,47.653393638881724,-122.31322325032919
53,47.65298481536277,-122.31246288903448
54,47.653393638881724,-122.31322325032919
55,47.65344598093602,-122.31333106444777
56,47.653569435474964,-122.31332605634067
57,47.65390954381866,-122.31331828834088
58,47.65535363397517,-122.31328512968173
59,47.655987533609846,-122.31326786792435
60,47.65621546685345,-122.31326218130268
61,47.656834269145186,-122.31324611098142
62,47.656834269145186,-122.31324611098142
63,47.65738504817806,-122.31323175757225
64,47.6583149042235,-122.31320709005877
65,47.6583149042235,-122.31320709005877
66,47.65694398716426,-122.31324314663969
67,47.656834269145186,-122.31324611098142
68,47.6583149042235,-122.31320709005877
69,47.65976755456408,-122.31316929960865
70,47.659795259657045,-122.31316846508723
71,47.659795259657045,-122.31316846508723
72,47.6583149042235,-122.31320709005877
73,47.659795259657045,-122.31316846508723
74,47.661269310236506,-122.3131296571083
75,47.661269310236506,-122.3131296571083
76,47.659849841753775,-122.31316717726918
77,47.659795259657045,-122.31316846508723
78,47.661269310236506,-122.3131296571083
79,47.66207534246756,-122.31311729157329
80,47.663091723658155,-122.3131019822555
81,47.663091723658155,-122.3131019822555
82,47.66227417461973,-122.31311442790202
83,47.661269310236506,-122.3131296571083
84,47.663091723658155,-122.3131019822555
85,47.66490070108622,-122.3130743291459
86,47.6648927046826,-122.31193756630354
87,47.666428221041656,-122.31191629991035
88,47.66490070108622,-122.3130743291459
89,47.66413361218521,-122.31308618263787
90,47.663091723658155,-122.3131019822555
91,47.66490070108622,-122.3130743291459
92,47.664896430041054,-122.31247427915464
93,47.6648927046826,-122.31193756630354
94,47.66490070108622,-122.3130743291459
95,47.66518866752805,-122.3130699448708
96,47.66643570163118,-122.31305064586809
97,47.666428221041656,-122.31191629991035
98,47.66630179351811,-122.31191797990421
99,47.6648927046826,-122.31193756630354
100,47.666428221041656,-122.31191629991035
101,47.66660649055896,-122.31191325266138
102,47.668518885881994,-122.31188200304062
103,47.66643570163118,-122.31305064586809
104,47.66490070108622,-122.3130743291459
105,47.66643570163118,-122.31305064586809
106,47.668517837988816,-122.31301858767823
107,47.668518885881994,-122.31188200304062
108,47.666428221041656,-122.31191629991035
109,47.668518885881994,-122.31188200304062
110,47.66854000754719,-122.31188138528412
111,47.6694458848104,-122.31188726416919
112,47.668517837988816,-122.31301858767823
113,47.66831214908002,-122.31302166305473
114,47.66643570163118,-122.31305064586809
115,47.668517837988816,-122.31301858767823
116,47.6685471878349,-122.31301779976013
117,47.6685471878349,-122.31301779976013
118,47.6687640621831,-122.31301910347321
119,47.66944209587492,-122.31302379237358
120,47.6694458848104,-122.31188726416919
121,47.67045648863789,-122.3118944989957
122,47.67074300022943,-122.31189656047489
123,47.66944209587492,-122.31302379237358
124,47.6685471878349,-122.31301779976013
125,47.66944209587492,-122.31302379237358
126,47.67077980887793,-122.3130318355566
127,47.6709865368745,-122.31303325673466
128,47.67074300022943,-122.31189656047489
129,47.670469102564425,-122.31189445162241
130,47.6694458848104,-122.31188726416919
131,47.67074300022943,-122.31189656047489
132,47.670918475175064,-122.3118974929249
133,47.671205544956926,-122.3118987578777
134,47.67120451339971,-122.3130130755767
135,47.6709865368745,-122.31303325673466
136,47.670752388606104,-122.3130318673333
137,47.66944209587492,-122.31302379237358
138,47.6709865368745,-122.31303325673466
139,47.670851726055915,-122.31245580703121
140,47.67075223651944,-122.31202997451328
141,47.67074300022943,-122.31189656047489
142,47.6709865368745,-122.31303325673466
143,47.671124950717235,-122.3130376023094
144,47.67120451339971,-122.3130130755767
145,47.67120451339971,-122.3130130755767
146,47.671208703068544,-122.31336596891542
147,47.67123133695088,-122.3135866413546
148,47.67132623011112,-122.31398596289785
149,47.671362752354064,-122.31408727494649
150,47.67140907980617,-122.31417262827671
151,47.67149644693384,-122.31430705350746
152,47.67153447217072,-122.31439826002718
153,47.67157742965909,-122.31453182654349
154,47.6718891495941,-122.31584222067883
155,47.67195328968568,-122.31580182931455
156,47.6720253730954,-122.31576207198
157,47.672102864508105,-122.31572815198179
158,47.672203406300625,-122.31569285818489
159,47.67230376325456,-122.31567176902189
160,47.6724254158249,-122.31565778285056
161,47.67265025987813,-122.31565770005838
162,47.672810391348854,-122.31565780138465
163,47.67333438721988,-122.31565772535198
164,47.67415698103614,-122.3156580478562
165,47.67497958539216,-122.31565755817121
166,47.675796691047296,-122.31565812906844
167,47.67581478691251,-122.31565823896742
168,47.675829337299255,-122.31736300671639
169,47.675829337299255,-122.31736300671639
170,47.675456427195954,-122.31736291383591
171,47.67497931798641,-122.31736309281243
172,47.67415671891307,-122.31736314941188
173,47.673334663058405,-122.3173636290915
174,47.67273745653695,-122.3173636259313
175,47.67224663184896,-122.31736422571633
176,47.67201494504821,-122.31736329328234
177,47.67191624294134,-122.3169415233992
178,47.67169779925618,-122.31600767123905
179,47.671506633433026,-122.31518949009376
180,47.671252253685836,-122.31417140704241
181,47.671120042855904,-122.31360539282407
182,47.6709865368745,-122.31303325673466
183,47.675829337299255,-122.31736300671639
184,47.675832501205626,-122.31773051883162
185,47.67583494998482,-122.31802655724832
186,47.67583494998482,-122.31802655724832
187,47.675829337299255,-122.31736300671639
188,47.67583494998482,-122.31802655724832
189,47.67584069111607,-122.31870107399723
190,47.67584816641572,-122.31938944403252
191,47.67585212254051,-122.32005294797013
192,47.67585212254051,-122.32005294797013
193,47.67585316891209,-122.32043501735197
194,47.67585316891209,-122.32043501735197
195,47.675852444394444,-122.32013334425763
196,47.67585212254051,-122.32005294797013
197,47.67585316891209,-122.32043501735197
198,47.67585759983008,-122.32070472217133
199,47.67585759983008,-122.32070472217133
200,47.67586154314846,-122.32115873429774
201,47.67586270335448,-122.3213008645431
202,47.67586270335448,-122.3213008645431
203,47.67585759983008,-122.32070472217133
204,47.67586270335448,-122.3213008645431
205,47.67586702182965,-122.32185192063136
206,47.67586702182965,-122.32185192063136
207,47.67586316879437,-122.32134919192684
208,47.67586270335448,-122.3213008645431
209,47.67586702182965,-122.32185192063136
210,47.67765126842196,-122.3235067528754
211,47.67783243130131,-122.323680847066
212,47.678891255668645,-122.32469702135742
213,47.67902800701777,-122.32482843628554
214,47.67935499262524,-122.32515289253554
215,47.67981709172093,-122.32571266565273
216,47.67981709172093,-122.32571266565273
217,47.6797197662716,-122.3257114957074
218,47.679596163461255,-122.32576966037095
219,47.67875746101777,-122.32498916721457
220,47.678500012067104,-122.3247568452883
221,47.67756425786354,-122.32391188795211
222,47.67742529178665,-122.32378204072896
223,47.67587200661413,-122.32233072865736
224,47.67586702182965,-122.32185192063136
225,47.67981709172093,-122.32571266565273
226,47.680103182958526,-122.32574686866846
227,47.680293266142385,-122.32582581895126
228,47.680476877504624,-122.32593828371587
229,47.6807107250557,-122.32613015064139
230,47.68100500154431,-122.32643947469963
231,47.68114091550257,-122.32667644420968
232,47.68114091550257,-122.32667644420968
233,47.68130829354792,-122.32693949269672
234,47.68165810111879,-122.32748876595788
235,47.68165810111879,-122.32748876595788
236,47.68152645413457,-122.32728196234841
237,47.68114091550257,-122.32667644420968
238,47.68165810111879,-122.32748876595788
239,47.68215035924763,-122.32825694124485
240,47.682322287053495,-122.32857007500887
241,47.68241203176173,-122.32877283634892
242,47.68251414104807,-122.32905716448158
243,47.68259603314996,-122.32935674717469
244,47.68259603314996,-122.32935674717469
245,47.682641574649054,-122.32958463243875
246,47.682641574649054,-122.32958463243875
247,47.68260992286036,-122.32942658104278
248,47.68259603314996,-122.32935674717469
249,47.682641574649054,-122.32958463243875
250,47.68268444597813,-122.32993222469398
251,47.6826931063712,-122.33000353213986
252,47.6826931063712,-122.33000353213986
253,47.682641574649054,-122.32958463243875
254,47.6826931063712,-122.33000353213986
255,47.682717337555125,-122.33039241030363
256,47.68270233866172,-122.33072006405995
257,47.68263719241529,-122.3313581159473
258,47.682627920530635,-122.3315836101607
259,47.682642106642454,-122.3322146100978
260,47.682698032868664,-122.33259059833792
261,47.68275476772715,-122.33282165160912
262,47.68288740134059,-122.33320269839578
263,47.68306028523545,-122.33354633463358
264,47.68323560225018,-122.33380923835598
265,47.68340895283274,-122.33401320956706
266,47.68371640778329,-122.33431972772924
267,47.68371640778329,-122.33431972772924
268,47.68389931180192,-122.33450611238287
269,47.68439661252557,-122.33501303094245
270,47.68439661252557,-122.33501303094245
271,47.68385385675602,-122.33445972675139
272,47.68371640778329,-122.33431972772924
273,47.68439661252557,-122.33501303094245
274,47.68508653035229,-122.33569729431314
275,47.68525668567209,-122.335914587775
276,47.685346091930505,-122.33605889043726
277,47.685423352671236,-122.33623004937365
278,47.68553085414038,-122.33647842533017
279,47.68553085414038,-122.33647842533017
280,47.685585359613036,-122.33667004193285
281,47.685612344193906,-122.33676543762586
282,47.685612344193906,-122.33676543762586
283,47.68554316316647,-122.3365222299777
284,47.68553085414038,-122.33647842533017
285,47.685612344193906,-122.33676543762586
286,47.686603649621645,-122.3367393013371
287,47.68668495083135,-122.33666652944095
288,47.68691817204207,-122.33640567002624
289,47.68700285956579,-122.33636710559377
290,47.68700285956579,-122.33636710559377
291,47.687330974465944,-122.33637497337872
292,47.68870893995511,-122.33640833926404
293,47.68870893995511,-122.33640833926404
294,47.68853158915066,-122.33640402124094
295,47.68705686206537,-122.33636826277841
296,47.68700285956579,-122.33636710559377
297,47.68870893995511,-122.33640833926404
298,47.688900834409495,-122.33641186031524
299,47.69051302788004,-122.33644063432793
300,47.69051302788004,-122.33644063432793
301,47.68870893995511,-122.33640833926404
302,47.69051302788004,-122.33644063432793
303,47.690513625208624,-122.33660309463195
304,47.690513625208624,-122.33660309463195
305,47.690514220543726,-122.33676596126284
306,47.69051586139282,-122.33716115225816
307,47.69051586139282,-122.33716115225816
308,47.690513625208624,-122.33660309463195
309,47.69051586139282,-122.33716115225816
310,47.69051196366808,-122.33778888344871
311,47.69051253942072,-122.33795296869236
312,47.69051349462616,-122.33806751793021
313,47.69052161057694,-122.33913460146655
314,47.69052972244455,-122.34022198957814
315,47.69053179553676,-122.34047992834616
316,47.69053179553676,-122.34047992834616
317,47.690537156115866,-122.3411940241749
318,47.690538005669495,-122.34129557589016
319,47.690538005669495,-122.34129557589016
320,47.69053179553676,-122.34047992834616
321,47.690538005669495,-122.34129557589016
322,47.69053964270867,-122.34150314499419
323,47.69054220037146,-122.3418281058892
324,47.69054622592727,-122.34237322209322
325,47.69055445750949,-122.34344924509443
326,47.69055445750949,-122.34344924509443
327,47.69055662302562,-122.34415471928665
328,47.69055752053333,-122.34445932824642
329,47.69055752053333,-122.34445932824642
330,47.69055445750949,-122.34344924509443
331,47.69055752053333,-122.34445932824642
332,47.69055809262904,-122.34458158388067
333,47.69055809262904,-122.34458158388067
334,47.69057067839427,-122.34720744980798
335,47.69057067839427,-122.34720744980798
336,47.690558691212665,-122.34472252156124
337,47.69055809262904,-122.34458158388067
338,47.69057067839427,-122.34720744980798
339,47.69057887066993,-122.34991156911683
340,47.69057887066993,-122.34991156911683
341,47.690577983228,-122.34960736618288
342,47.69057067839427,-122.34720744980798
343,47.69057887066993,-122.34991156911683
344,47.69057999115362,-122.35026004455749
345,47.69058338016868,-122.35134405237693
346,47.69058338016868,-122.35134405237693
347,47.69057887066993,-122.34991156911683
348,47.69058338016868,-122.35134405237693
349,47.690587189087104,-122.3526014823293
350,47.690591111689116,-122.35393160961587
351,47.690591111689116,-122.35393160961587
352,47.69059971044536,-122.3553004550075
353,47.69059971044536,-122.3553004550075
354,47.690597446303045,-122.35493610601903
355,47.690591111689116,-122.35393160961587
356,47.69059971044536,-122.3553004550075
357,47.69060057043055,-122.35566719851293
358,47.69060263223191,-122.35664151857597
359,47.69060263223191,-122.35664151857597
360,47.69059971044536,-122.3553004550075
361,47.69060263223191,-122.35664151857597
362,47.690610208147014,-122.35798190791832
363,47.690610208147014,-122.35798190791832
364,47.690608243251326,-122.35765736822744
365,47.69060263223191,-122.35664151857597
366,47.690610208147014,-122.35798190791832
367,47.69062328413718,-122.36028210169029
368,47.690625514875805,-122.3606476684122
369,47.690625514875805,-122.3606476684122
370,47.690623338529036,-122.36027804218008
371,47.690610208147014,-122.35798190791832
372,47.690625514875805,-122.3606476684122
373,47.69064039234405,-122.36332032276147
374,47.69064039234405,-122.36332032276147
375,47.69065548141465,-122.36599298672922
376,47.69065548141465,-122.36599298672922
377,47.69065239303566,-122.36546819746287
378,47.69064039234405,-122.36332032276147
379,47.69065548141465,-122.36599298672922
380,47.69065266546724,-122.36665080601642
381,47.69064984905941,-122.36726760776999
382,47.69064984905941,-122.36726760776999
383,47.69065548141465,-122.36599298672922
384,47.69064984905941,-122.36726760776999
385,47.690645505097905,-122.36832337164093
386,47.69064104599107,-122.3693462382159
387,47.69064104599107,-122.3693462382159
388,47.69063667727864,-122.37040240928192
389,47.69063667727864,-122.37040240928192
390,47.69063810637071,-122.37003207551524
391,47.69064104599107,-122.3693462382159
392,47.69063667727864,-122.37040240928192
393,47.69063227107799,-122.37144030297196
394,47.69063227107799,-122.37144030297196
395,47.69063027802658,-122.37189265394873
396,47.69062647839839,-122.37276284061213
397,47.69062647839839,-122.37276284061213
398,47.69063227107799,-122.37144030297196
399,47.69062647839839,-122.37276284061213
400,47.69062070863395,-122.37410284272075
401,47.69062070863395,-122.37410284272075
402,47.69061543049624,-122.3753445811877
403,47.690614878769786,-122.3754663985344
404,47.690614878769786,-122.3754663985344
405,47.69062070863395,-122.37410284272075
406,47.690614878769786,-122.3754663985344
407,47.69060908272215,-122.3768059938268
408,47.69060908272215,-122.3768059938268
409,47.69061074090692,-122.37644054183582
410,47.690614878769786,-122.3754663985344
411,47.69060908272215,-122.3768059938268
412,47.690606504514484,-122.37760352464362
413,47.69060572375595,-122.3778837191189
414,47.69060572375595,-122.3778837191189
415,47.69060908272215,-122.3768059938268
416,47.69060572375595,-122.3778837191189
417,47.69060242067509,-122.37895657235205
418,47.69059911760458,-122.38002861432341
419,47.690595860501446,-122.38109659536707
420,47.690595860501446,-122.38109659536707
421,47.690594132223346,-122.3814661079216
422,47.690593493773854,-122.38163421936737
423,47.690593493773854,-122.38163421936737
424,47.690595860501446,-122.38109659536707
425,47.690593493773854,-122.38163421936737
426,47.69059303019855,-122.38186975237191
427,47.69059241681695,-122.38217756849234
428,47.690589054983086,-122.3832719440868
429,47.690589054983086,-122.3832719440868
430,47.69058570028457,-122.38434479660317
431,47.69058570028457,-122.38434479660317
432,47.69058684222863,-122.38401912744007
433,47.690589054983086,-122.3832719440868
434,47.69057535961885,-122.38776031318865
435,47.69057538195305,-122.38759786849603
436,47.69057901216132,-122.38648684934027
437,47.69058234743327,-122.38541683791075
438,47.69058456078534,-122.38471026574149
439,47.69058570028457,-122.38434479660317
440,47.69057535961885,-122.38776031318865
441,47.69057533180696,-122.38796337039952
442,47.69057483554109,-122.38872319544832
443,47.69057483554109,-122.38872319544832
444,47.69057535961885,-122.38776031318865
445,47.69057483554109,-122.38872319544832
446,47.690574571491965,-122.38884299102969
447,47.69057413807673,-122.38979856540925
448,47.69057379867899,-122.39028508018369
449,47.69057379867899,-122.39028508018369
450,47.69057359691013,-122.39086175691921
451,47.69057347486237,-122.39087068696284
452,47.69057347486237,-122.39087068696284
453,47.69057379867899,-122.39028508018369
454,47.69057347486237,-122.39087068696284
455,47.69057281175694,-122.39194199736646
456,47.69057281175694,-122.39194199736646
457,47.690573135931196,-122.39161752241415
458,47.69057347486237,-122.39087068696284
459,47.69057281175694,-122.39194199736646
460,47.69057264390284,-122.39295646696
461,47.69057204944155,-122.39299990383913
462,47.69057248597002,-122.39300803922299
463,47.69057216088557,-122.39337231422373
464,47.69057216088557,-122.39337231422373
465,47.69057143946818,-122.39420604678426
466,47.69057143946818,-122.39420604678426
467,47.69057144692045,-122.39416543560156
468,47.69057216088557,-122.39337231422373
469,47.69057143946818,-122.39420604678426
470,47.69057122045967,-122.39440219277087
471,47.69057053897428,-122.39575250452361
472,47.6905703444848,-122.39592672274738
473,47.6905703444848,-122.39592672274738
474,47.69056966343164,-122.39629626623889
475,47.69056884234347,-122.39685586917749
476,47.69056884234347,-122.39685586917749
477,47.68948591474114,-122.39686267080137
478,47.689269621681,-122.39693860158094
479,47.689555651367044,-122.39715594832487
480,47.68972861809226,-122.39731994306342
481,47.690252813604644,-122.3979452988578
482,47.69057304950421,-122.39832735055383
483,47.69056884959103,-122.39697526674475
484,47.69056884234347,-122.39685586917749
485,47.69056884234347,-122.39685586917749
486,47.690569454795934,-122.39653140120187
487,47.6905703444848,-122.39592672274738
